Consecutivo;Global;Estado;Municipio;Trimestre;Año;Indice
2680;;Baja California Sur;;3;2010;70,19
2681;;Campeche;;3;2010;65,77
2682;;Coahuila;;3;2010;67,3
2683;;Colima;;3;2010;72,43
2684;;Chiapas;;3;2010;67,47
2685;;Chihuahua;;3;2010;68,2
2686;;Ciudad de México;;3;2010;53,28
2687;;Durango;;3;2010;66,19
2688;;Guanajuato;;3;2010;70,2
2689;;Guerrero;;3;2010;68,6
2690;;Hidalgo;;3;2010;69,55
2691;;Jalisco;;3;2010;74,24
2692;;México;;3;2010;68,52
2693;;Michoacán;;3;2010;70,73
2694;;Morelos;;3;2010;68,13
2695;;Nayarit;;3;2010;71,32
2696;;Nuevo León;;3;2010;69,88
2697;;Oaxaca;;3;2010;67,41
2698;;Puebla;;3;2010;67,05
2699;;Querétaro;;3;2010;69,02
2700;;Quintana Roo;;3;2010;73,07
2701;;San Luis Potosí;;3;2010;69,06
2702;;Sinaloa;;3;2010;70,81
2703;;Sonora;;3;2010;68,48
2704;;Tabasco;;3;2010;66,14
2705;;Tamaulipas;;3;2010;67,68
2706;;Tlaxcala;;3;2010;65,63
2707;;Veracruz;;3;2010;67,45
2708;;Yucatán;;3;2010;67,48
2709;;Zacatecas;;3;2010;69,05
2710;;Aguascalientes;Aguascalientes;3;2010;68,18
2711;;Aguascalientes;Jesús María ;3;2010;68,08
2712;;Baja California;Mexicali;3;2010;69,48
2713;;Baja California;Tijuana;3;2010;70,98
2714;;Baja California Sur;La Paz;3;2010;70,3
2715;;Baja California Sur;Los Cabos;3;2010;70,22
2716;;Campeche;Campeche;3;2010;65,72
2717;;Campeche;Carmen;3;2010;66,64
2718;;Coahuila;Saltillo;3;2010;66,2
2719;;Coahuila;Torreón;3;2010;67,23
2720;;Colima;Manzanillo;3;2010;73,2
2721;;Colima;Villa de Álvarez;3;2010;73,66
2722;;Chiapas;Tapachula;3;2010;68,33
2723;;Chiapas;Tuxtla Gutiérrez;3;2010;66,78
2724;;Chihuahua;Chihuahua;3;2010;67,28
2725;;Chihuahua;Juárez;3;2010;69,44
2726;;Ciudad de México;Gustavo A. Madero;3;2010;54,26
2727;;Ciudad de México;Iztapalapa;3;2010;55,43
2728;;Ciudad de México;Benito Juárez;3;2010;52,7
2729;;Ciudad de México;Cuauhtémoc;3;2010;52,8
2730;;Ciudad de México;Miguel Hidalgo;3;2010;51,54
2731;;Durango;Durango;3;2010;65,09
2732;;Durango;Gómez Palacio;3;2010;67,66
2733;;Guanajuato;Celaya;3;2010;70,7
2734;;Guanajuato;León;3;2010;70,02
2735;;Guerrero;Acapulco de Juárez;3;2010;68,8
2736;;Guerrero;Zihuatanejo de Azueta ;3;2010;69,85
2737;;Hidalgo;Mineral de la Reforma ;3;2010;69,75
2738;;Hidalgo;Tizayuca;3;2010;71,14
2739;;Jalisco;Guadalajara;3;2010;68,44
2740;;Jalisco;Tlajomulco de Zúñiga;3;2010;76,96
2741;;Jalisco;San Pedro Tlaquepaque ;3;2010;75,05
2742;;Jalisco;Zapopan;3;2010;72,39
2743;;México;Metepec;3;2010;64,26
2744;;México;Tecámac;3;2010;72,24
2745;;México;Toluca;3;2010;69,61
2746;;México;Zumpango ;3;2010;75,07
2747;;Michoacán;Morelia;3;2010;70,93
2748;;Michoacán;Uruapan ;3;2010;69,3
2749;;Morelos;Emiliano Zapata;3;2010;70,82
2750;;Morelos;Temixco ;3;2010;67,76
2751;;Nayarit;Tepic;3;2010;70,68
2752;;Nayarit;Bahía de Banderas ;3;2010;72,71
2753;;Nuevo León;Apodaca;3;2010;71,38
2754;;Nuevo León;García ;3;2010;72,98
2755;;Nuevo León;Juárez;3;2010;75,19
2756;;Nuevo León;Monterrey;3;2010;63,84
2757;;Oaxaca;San Juan Bautista Tuxtepec;3;2010;65,93
2758;;Oaxaca;Tlacolula de Matamoros ;3;2010;72,44
2759;;Puebla;Huejotzingo ;3;2010;72,17
2760;;Puebla;Puebla;3;2010;66,1
2761;;Querétaro;Corregidora;3;2010;68,3
2762;;Querétaro;El Marqués ;3;2010;71,22
2763;;Querétaro;Querétaro;3;2010;68,44
2764;;Quintana Roo;Benito Juárez;3;2010;72,73
2765;;Quintana Roo;Solidaridad ;3;2010;74,34
2766;;San Luis Potosí;San Luis Potosí;3;2010;68,24
2767;;San Luis Potosí;Soledad de Graciano Sánchez ;3;2010;72,53
2768;;Sinaloa;Culiacán;3;2010;70,82
2769;;Sinaloa;Mazatlán ;3;2010;70,51
2770;;Sonora;Cajeme ;3;2010;68,93
2771;;Sonora;Hermosillo;3;2010;67,71
2772;;Tabasco;Centro;3;2010;66,21
2773;;Tabasco;Nacajuca ;3;2010;68,04
2774;;Tamaulipas;Matamoros ;3;2010;67,98
2775;;Tamaulipas;Reynosa;3;2010;69
2776;;Tlaxcala;Apizaco ;3;2010;64,23
2777;;Tlaxcala;Tlaxcala;3;2010;65,22
2778;;Veracruz;Coatzacoalcos ;3;2010;67,95
2779;;Veracruz;Veracruz;3;2010;70,3
2780;;Yucatán;Kanasín ;3;2010;72,99
2781;;Yucatán;Mérida;3;2010;67,02
2782;;Zacatecas;Guadalupe;3;2010;71,24
2783;;Zacatecas;Zacatecas ;3;2010;66,45
2784;Nacional;;;4;2010;68,02
2785;Nueva;;;4;2010;67,63
2786;Usada;;;4;2010;68,45
2787;Casa sola;;;4;2010;68,18
2788;Casa en condominio - depto.;;;4;2010;67,85
2789;Económica - Social;;;4;2010;73,08
2790;Media - Residencial;;;4;2010;65,05
2791;ZM Valle México;;;4;2010;59,4
2792;ZM Guadalajara;;;4;2010;74,73
2793;ZM Monterrey;;;4;2010;70,43
2794;ZM PueblaTlax;;;4;2010;68,09
2795;ZM Toluca;;;4;2010;69,34
2796;ZM Tijuana;;;4;2010;71,95
2797;ZM León;;;4;2010;70,71
2798;ZM Querétaro;;;4;2010;69,57
2799;;Aguascalientes;;4;2010;68,84
2800;;Baja California;;4;2010;71,43
2801;;Baja California Sur;;4;2010;71,88
2802;;Campeche;;4;2010;67,33
2803;;Coahuila;;4;2010;68,71
2804;;Colima;;4;2010;73,54
2805;;Chiapas;;4;2010;68,87
2806;;Chihuahua;;4;2010;69,5
2807;;Ciudad de México;;4;2010;54,05
2808;;Durango;;4;2010;67,48
2809;;Guanajuato;;4;2010;70,76
2810;;Guerrero;;4;2010;69,51
2811;;Hidalgo;;4;2010;70,45
2812;;Jalisco;;4;2010;74,58
2813;;México;;4;2010;69,39
2814;;Michoacán;;4;2010;71,18
2815;;Morelos;;4;2010;68,6
2816;;Nayarit;;4;2010;72,13
2817;;Nuevo León;;4;2010;70,45
2818;;Oaxaca;;4;2010;68,48
2819;;Puebla;;4;2010;68,1
2820;;Querétaro;;4;2010;69,59
2821;;Quintana Roo;;4;2010;73,92
2822;;San Luis Potosí;;4;2010;69,88
2823;;Sinaloa;;4;2010;71,57
2824;;Sonora;;4;2010;69,16
2825;;Tabasco;;4;2010;67,43
2826;;Tamaulipas;;4;2010;69,01
2827;;Tlaxcala;;4;2010;66,4
2828;;Veracruz;;4;2010;68,46
2829;;Yucatán;;4;2010;68,51
2830;;Zacatecas;;4;2010;70,01
2831;;Aguascalientes;Aguascalientes;4;2010;68,76
2832;;Aguascalientes;Jesús María ;4;2010;68,24
2833;;Baja California;Mexicali;4;2010;70,83
2834;;Baja California;Tijuana;4;2010;72,03
2835;;Baja California Sur;La Paz;4;2010;72,12
2836;;Baja California Sur;Los Cabos;4;2010;71,72
2837;;Campeche;Campeche;4;2010;67,42
2838;;Campeche;Carmen;4;2010;68
2839;;Coahuila;Saltillo;4;2010;67,69
2840;;Coahuila;Torreón;4;2010;68,72
2841;;Colima;Manzanillo;4;2010;74,15
2842;;Colima;Villa de Álvarez;4;2010;74,77
2843;;Chiapas;Tapachula;4;2010;69,72
2844;;Chiapas;Tuxtla Gutiérrez;4;2010;68,29
2845;;Chihuahua;Chihuahua;4;2010;68,73
2846;;Chihuahua;Juárez;4;2010;70,65
2847;;Ciudad de México;Gustavo A. Madero;4;2010;55,14
2848;;Ciudad de México;Iztapalapa;4;2010;56,38
2849;;Ciudad de México;Benito Juárez;4;2010;53,39
2850;;Ciudad de México;Cuauhtémoc;4;2010;53,65
2851;;Ciudad de México;Miguel Hidalgo;4;2010;52,27
2852;;Durango;Durango;4;2010;66,49
2853;;Durango;Gómez Palacio;4;2010;68,84
2854;;Guanajuato;Celaya;4;2010;71,09
2855;;Guanajuato;León;4;2010;70,72
2856;;Guerrero;Acapulco de Juárez;4;2010;69,69
2857;;Guerrero;Zihuatanejo de Azueta ;4;2010;70,37
2858;;Hidalgo;Mineral de la Reforma ;4;2010;70,64
2859;;Hidalgo;Tizayuca;4;2010;71,9
2860;;Jalisco;Guadalajara;4;2010;69,05
2861;;Jalisco;Tlajomulco de Zúñiga;4;2010;77,22
2862;;Jalisco;San Pedro Tlaquepaque ;4;2010;75,23
2863;;Jalisco;Zapopan;4;2010;72,77
2864;;México;Metepec;4;2010;65,15
2865;;México;Tecámac;4;2010;73,07
2866;;México;Toluca;4;2010;70,51
2867;;México;Zumpango ;4;2010;75,72
2868;;Michoacán;Morelia;4;2010;71,49
2869;;Michoacán;Uruapan ;4;2010;69,66
2870;;Morelos;Emiliano Zapata;4;2010;71,03
2871;;Morelos;Temixco ;4;2010;68,28
2872;;Nayarit;Tepic;4;2010;71,73
2873;;Nayarit;Bahía de Banderas ;4;2010;73,19
2874;;Nuevo León;Apodaca;4;2010;71,89
2875;;Nuevo León;García ;4;2010;73,41
2876;;Nuevo León;Juárez;4;2010;75,63
2877;;Nuevo León;Monterrey;4;2010;64,7
2878;;Oaxaca;San Juan Bautista Tuxtepec;4;2010;67,13
2879;;Oaxaca;Tlacolula de Matamoros ;4;2010;73,03
2880;;Puebla;Huejotzingo ;4;2010;72,91
2881;;Puebla;Puebla;4;2010;67,4
2882;;Querétaro;Corregidora;4;2010;68,59
2883;;Querétaro;El Marqués ;4;2010;71,57
2884;;Querétaro;Querétaro;4;2010;69,17
2885;;Quintana Roo;Benito Juárez;4;2010;73,71
2886;;Quintana Roo;Solidaridad ;4;2010;74,92
2887;;San Luis Potosí;San Luis Potosí;4;2010;69,15
2888;;San Luis Potosí;Soledad de Graciano Sánchez ;4;2010;73,06
2889;;Sinaloa;Culiacán;4;2010;71,73
2890;;Sinaloa;Mazatlán ;4;2010;71,03
2891;;Sonora;Cajeme ;4;2010;69,57
2892;;Sonora;Hermosillo;4;2010;68,57
2893;;Tabasco;Centro;4;2010;67,63
2894;;Tabasco;Nacajuca ;4;2010;69,04
2895;;Tamaulipas;Matamoros ;4;2010;69,44
2896;;Tamaulipas;Reynosa;4;2010;70,57
2897;;Tlaxcala;Apizaco ;4;2010;65,21
2898;;Tlaxcala;Tlaxcala;4;2010;66,06
2899;;Veracruz;Coatzacoalcos ;4;2010;68,89
2900;;Veracruz;Veracruz;4;2010;71,31
2901;;Yucatán;Kanasín ;4;2010;73,54
2902;;Yucatán;Mérida;4;2010;68,14
2903;;Zacatecas;Guadalupe;4;2010;72,09
2904;;Zacatecas;Zacatecas ;4;2010;67,59
2905;Nacional;;;1;2011;69,34
2906;Nueva;;;1;2011;69,15
2907;Usada;;;1;2011;69,51
2908;Casa sola;;;1;2011;69,68
2909;Casa en condominio - depto.;;;1;2011;68,95
2910;Económica - Social;;;1;2011;74,41
2911;Media - Residencial;;;1;2011;66,28
2912;ZM Valle México;;;1;2011;60,54
2913;ZM Guadalajara;;;1;2011;75,41
2914;ZM Monterrey;;;1;2011;71,43
2915;ZM PueblaTlax;;;1;2011;69,53
2916;ZM Toluca;;;1;2011;70,47
2917;ZM Tijuana;;;1;2011;73,49
2918;ZM León;;;1;2011;71,64
2919;ZM Querétaro;;;1;2011;70,59
2920;;Aguascalientes;;1;2011;69,54
2921;;Baja California;;1;2011;72,98
2922;;Baja California Sur;;1;2011;73,94
2923;;Campeche;;1;2011;69,01
2924;;Coahuila;;1;2011;70,81
2925;;Colima;;1;2011;74,84
2926;;Chiapas;;1;2011;70,53
2927;;Chihuahua;;1;2011;71,58
2928;;Ciudad de México;;1;2011;55,08
2929;;Durango;;1;2011;69,34
2930;;Guanajuato;;1;2011;71,73
2931;;Guerrero;;1;2011;70,85
2932;;Hidalgo;;1;2011;72,52
2933;;Jalisco;;1;2011;75,27
2934;;México;;1;2011;70,64
2935;;Michoacán;;1;2011;72,2
2936;;Morelos;;1;2011;69,74
2937;;Nayarit;;1;2011;73,65
2938;;Nuevo León;;1;2011;71,44
2939;;Oaxaca;;1;2011;70,02
2940;;Puebla;;1;2011;69,55
2941;;Querétaro;;1;2011;70,61
2942;;Quintana Roo;;1;2011;75,7
2943;;San Luis Potosí;;1;2011;71,2
2944;;Sinaloa;;1;2011;72,83
2945;;Sonora;;1;2011;70,91
2946;;Tabasco;;1;2011;68,8
2947;;Tamaulipas;;1;2011;70,84
2948;;Tlaxcala;;1;2011;67,87
2949;;Veracruz;;1;2011;70,27
2950;;Yucatán;;1;2011;69,97
2951;;Zacatecas;;1;2011;71,09
2952;;Aguascalientes;Aguascalientes;1;2011;69,44
2953;;Aguascalientes;Jesús María ;1;2011;69,04
2954;;Baja California;Mexicali;1;2011;72,36
2955;;Baja California;Tijuana;1;2011;73,55
2956;;Baja California Sur;La Paz;1;2011;74,16
2957;;Baja California Sur;Los Cabos;1;2011;73,76
2958;;Campeche;Campeche;1;2011;69,18
2959;;Campeche;Carmen;1;2011;69,44
2960;;Coahuila;Saltillo;1;2011;69,79
2961;;Coahuila;Torreón;1;2011;70,8
2962;;Colima;Manzanillo;1;2011;75,26
2963;;Colima;Villa de Álvarez;1;2011;76,12
2964;;Chiapas;Tapachula;1;2011;71,33
2965;;Chiapas;Tuxtla Gutiérrez;1;2011;69,91
2966;;Chihuahua;Chihuahua;1;2011;70,9
2967;;Chihuahua;Juárez;1;2011;72,53
2968;;Ciudad de México;Gustavo A. Madero;1;2011;56,35
2969;;Ciudad de México;Iztapalapa;1;2011;57,54
2970;;Ciudad de México;Benito Juárez;1;2011;54,28
2971;;Ciudad de México;Cuauhtémoc;1;2011;54,56
2972;;Ciudad de México;Miguel Hidalgo;1;2011;53,15
2973;;Durango;Durango;1;2011;68,35
2974;;Durango;Gómez Palacio;1;2011;70,64
2975;;Guanajuato;Celaya;1;2011;72,05
2976;;Guanajuato;León;1;2011;71,64
2977;;Guerrero;Acapulco de Juárez;1;2011;70,97
2978;;Guerrero;Zihuatanejo de Azueta ;1;2011;71,62
2979;;Hidalgo;Mineral de la Reforma ;1;2011;72,85
2980;;Hidalgo;Tizayuca;1;2011;73,8
2981;;Jalisco;Guadalajara;1;2011;70
2982;;Jalisco;Tlajomulco de Zúñiga;1;2011;77,85
2983;;Jalisco;San Pedro Tlaquepaque ;1;2011;75,86
2984;;Jalisco;Zapopan;1;2011;73,51
2985;;México;Metepec;1;2011;66,32
2986;;México;Tecámac;1;2011;74,16
2987;;México;Toluca;1;2011;71,65
2988;;México;Zumpango ;1;2011;76,72
2989;;Michoacán;Morelia;1;2011;72,46
2990;;Michoacán;Uruapan ;1;2011;70,7
2991;;Morelos;Emiliano Zapata;1;2011;71,88
2992;;Morelos;Temixco ;1;2011;69,45
2993;;Nayarit;Tepic;1;2011;73,33
2994;;Nayarit;Bahía de Banderas ;1;2011;74,53
2995;;Nuevo León;Apodaca;1;2011;72,75
2996;;Nuevo León;García ;1;2011;74,33
2997;;Nuevo León;Juárez;1;2011;76,54
2998;;Nuevo León;Monterrey;1;2011;65,76
2999;;Oaxaca;San Juan Bautista Tuxtepec;1;2011;68,68
3000;;Oaxaca;Tlacolula de Matamoros ;1;2011;74,16
3001;;Puebla;Huejotzingo ;1;2011;74,19
3002;;Puebla;Puebla;1;2011;68,91
3003;;Querétaro;Corregidora;1;2011;69,54
3004;;Querétaro;El Marqués ;1;2011;72,61
3005;;Querétaro;Querétaro;1;2011;70,16
3006;;Quintana Roo;Benito Juárez;1;2011;75,47
3007;;Quintana Roo;Solidaridad ;1;2011;76,65
3008;;San Luis Potosí;San Luis Potosí;1;2011;70,47
3009;;San Luis Potosí;Soledad de Graciano Sánchez ;1;2011;74,29
3010;;Sinaloa;Culiacán;1;2011;72,94
3011;;Sinaloa;Mazatlán ;1;2011;72,23
3012;;Sonora;Cajeme ;1;2011;71,42
3013;;Sonora;Hermosillo;1;2011;70,26
3014;;Tabasco;Centro;1;2011;68,97
3015;;Tabasco;Nacajuca ;1;2011;70,32
3016;;Tamaulipas;Matamoros ;1;2011;71,31
3017;;Tamaulipas;Reynosa;1;2011;72,3
3018;;Tlaxcala;Apizaco ;1;2011;66,77
3019;;Tlaxcala;Tlaxcala;1;2011;67,51
3020;;Veracruz;Coatzacoalcos ;1;2011;70,63
3021;;Veracruz;Veracruz;1;2011;72,97
3022;;Yucatán;Kanasín ;1;2011;74,88
3023;;Yucatán;Mérida;1;2011;69,59
3024;;Zacatecas;Guadalupe;1;2011;72,93
3025;;Zacatecas;Zacatecas ;1;2011;68,87
3026;Nacional;;;2;2011;70,42
3027;Nueva;;;2;2011;70,59
3028;Usada;;;2;2011;70,16
3029;Casa sola;;;2;2011;70,91
3030;Casa en condominio - depto.;;;2;2011;69,87
3031;Económica - Social;;;2;2011;75,51
3032;Media - Residencial;;;2;2011;67,24
3033;ZM Valle México;;;2;2011;61,67
3034;ZM Guadalajara;;;2;2011;76,16
3035;ZM Monterrey;;;2;2011;72,37
3036;ZM PueblaTlax;;;2;2011;70,69
3037;ZM Toluca;;;2;2011;71,46
3038;ZM Tijuana;;;2;2011;74,56
3039;ZM León;;;2;2011;72,43
3040;ZM Querétaro;;;2;2011;71,31
3041;;Aguascalientes;;2;2011;70,03
3042;;Baja California;;2;2011;74,13
3043;;Baja California Sur;;2;2011;75,2
3044;;Campeche;;2;2011;70,09
3045;;Coahuila;;2;2011;72,24
3046;;Colima;;2;2011;75,66
3047;;Chiapas;;2;2011;71,7
3048;;Chihuahua;;2;2011;72,96
3049;;Ciudad de México;;2;2011;56,15
3050;;Durango;;2;2011;70,75
3051;;Guanajuato;;2;2011;72,65
3052;;Guerrero;;2;2011;71,75
3053;;Hidalgo;;2;2011;74,32
3054;;Jalisco;;2;2011;76,04
3055;;México;;2;2011;71,8
3056;;Michoacán;;2;2011;73,22
3057;;Morelos;;2;2011;70,81
3058;;Nayarit;;2;2011;74,75
3059;;Nuevo León;;2;2011;72,39
3060;;Oaxaca;;2;2011;71,47
3061;;Puebla;;2;2011;70,72
3062;;Querétaro;;2;2011;71,33
3063;;Quintana Roo;;2;2011;76,72
3064;;San Luis Potosí;;2;2011;72,49
3065;;Sinaloa;;2;2011;73,96
3066;;Sonora;;2;2011;72,35
3067;;Tabasco;;2;2011;69,79
3068;;Tamaulipas;;2;2011;72,05
3069;;Tlaxcala;;2;2011;69,03
3070;;Veracruz;;2;2011;71,58
3071;;Yucatán;;2;2011;70,95
3072;;Zacatecas;;2;2011;71,84
3073;;Aguascalientes;Aguascalientes;2;2011;69,9
3074;;Aguascalientes;Jesús María ;2;2011;69,71
3075;;Baja California;Mexicali;2;2011;73,57
3076;;Baja California;Tijuana;2;2011;74,6
3077;;Baja California Sur;La Paz;2;2011;75,38
3078;;Baja California Sur;Los Cabos;2;2011;75,01
3079;;Campeche;Campeche;2;2011;70,31
3080;;Campeche;Carmen;2;2011;70,26
3081;;Coahuila;Saltillo;2;2011;71,2
3082;;Coahuila;Torreón;2;2011;72,1
3083;;Colima;Manzanillo;2;2011;75,84
3084;;Colima;Villa de Álvarez;2;2011;77,01
3085;;Chiapas;Tapachula;2;2011;72,58
3086;;Chiapas;Tuxtla Gutiérrez;2;2011;70,91
3087;;Chihuahua;Chihuahua;2;2011;72,29
3088;;Chihuahua;Juárez;2;2011;73,74
3089;;Ciudad de México;Gustavo A. Madero;2;2011;57,7
3090;;Ciudad de México;Iztapalapa;2;2011;58,74
3091;;Ciudad de México;Benito Juárez;2;2011;55,18
3092;;Ciudad de México;Cuauhtémoc;2;2011;55,46
3093;;Ciudad de México;Miguel Hidalgo;2;2011;54,01
3094;;Durango;Durango;2;2011;69,71
3095;;Durango;Gómez Palacio;2;2011;72,05
3096;;Guanajuato;Celaya;2;2011;73,06
3097;;Guanajuato;León;2;2011;72,42
3098;;Guerrero;Acapulco de Juárez;2;2011;71,77
3099;;Guerrero;Zihuatanejo de Azueta ;2;2011;72,63
3100;;Hidalgo;Mineral de la Reforma ;2;2011;74,79
3101;;Hidalgo;Tizayuca;2;2011;75,51
3102;;Jalisco;Guadalajara;2;2011;71,23
3103;;Jalisco;Tlajomulco de Zúñiga;2;2011;78,5
3104;;Jalisco;San Pedro Tlaquepaque ;2;2011;76,59
3105;;Jalisco;Zapopan;2;2011;74,2
3106;;México;Metepec;2;2011;67,32
3107;;México;Tecámac;2;2011;74,98
3108;;México;Toluca;2;2011;72,57
3109;;México;Zumpango ;2;2011;77,55
3110;;Michoacán;Morelia;2;2011;73,34
3111;;Michoacán;Uruapan ;2;2011;71,81
3112;;Morelos;Emiliano Zapata;2;2011;72,67
3113;;Morelos;Temixco ;2;2011;70,52
3114;;Nayarit;Tepic;2;2011;74,41
3115;;Nayarit;Bahía de Banderas ;2;2011;75,52
3116;;Nuevo León;Apodaca;2;2011;73,54
3117;;Nuevo León;García ;2;2011;75,22
3118;;Nuevo León;Juárez;2;2011;77,45
3119;;Nuevo León;Monterrey;2;2011;66,59
3120;;Oaxaca;San Juan Bautista Tuxtepec;2;2011;70,15
3121;;Oaxaca;Tlacolula de Matamoros ;2;2011;75,3
3122;;Puebla;Huejotzingo ;2;2011;75,35
3123;;Puebla;Puebla;2;2011;70,08
3124;;Querétaro;Corregidora;2;2011;70,24
3125;;Querétaro;El Marqués ;2;2011;73,43
3126;;Querétaro;Querétaro;2;2011;70,79
3127;;Quintana Roo;Benito Juárez;2;2011;76,42
3128;;Quintana Roo;Solidaridad ;2;2011;77,72
3129;;San Luis Potosí;San Luis Potosí;2;2011;71,7
3130;;San Luis Potosí;Soledad de Graciano Sánchez ;2;2011;75,68
3131;;Sinaloa;Culiacán;2;2011;73,91
3132;;Sinaloa;Mazatlán ;2;2011;73,42
3133;;Sonora;Cajeme ;2;2011;73,06
3134;;Sonora;Hermosillo;2;2011;71,56
3135;;Tabasco;Centro;2;2011;69,82
3136;;Tabasco;Nacajuca ;2;2011;71,42
3137;;Tamaulipas;Matamoros ;2;2011;72,46
3138;;Tamaulipas;Reynosa;2;2011;73,27
3139;;Tlaxcala;Apizaco ;2;2011;67,98
3140;;Tlaxcala;Tlaxcala;2;2011;68,57
3141;;Veracruz;Coatzacoalcos ;2;2011;71,89
3142;;Veracruz;Veracruz;2;2011;74,05
3143;;Yucatán;Kanasín ;2;2011;75,94
3144;;Yucatán;Mérida;2;2011;70,5
3145;;Zacatecas;Guadalupe;2;2011;73,42
3146;;Zacatecas;Zacatecas ;2;2011;69,77
3147;Nacional;;;3;2011;71,19
3148;Nueva;;;3;2011;71,62
3149;Usada;;;3;2011;70,6
3150;Casa sola;;;3;2011;71,69
3151;Casa en condominio - depto.;;;3;2011;70,62
3152;Económica - Social;;;3;2011;76,34
3153;Media - Residencial;;;3;2011;67,89
3154;ZM Valle México;;;3;2011;62,8
3155;ZM Guadalajara;;;3;2011;76,46
3156;ZM Monterrey;;;3;2011;73,08
3157;ZM PueblaTlax;;;3;2011;71,43
3158;ZM Toluca;;;3;2011;72,25
3159;ZM Tijuana;;;3;2011;75,21
3160;ZM León;;;3;2011;72,93
3161;ZM Querétaro;;;3;2011;71,76
3162;;Aguascalientes;;3;2011;70,46
3163;;Baja California;;3;2011;74,86
3164;;Baja California Sur;;3;2011;75,78
3165;;Campeche;;3;2011;70,58
3166;;Coahuila;;3;2011;73,01
3167;;Colima;;3;2011;75,92
3168;;Chiapas;;3;2011;72,37
3169;;Chihuahua;;3;2011;73,62
3170;;Ciudad de México;;3;2011;57,31
3171;;Durango;;3;2011;71,57
3172;;Guanajuato;;3;2011;73,29
3173;;Guerrero;;3;2011;72,25
3174;;Hidalgo;;3;2011;75,57
3175;;Jalisco;;3;2011;76,34
3176;;México;;3;2011;72,79
3177;;Michoacán;;3;2011;73,9
3178;;Morelos;;3;2011;71,66
3179;;Nayarit;;3;2011;75,43
3180;;Nuevo León;;3;2011;73,09
3181;;Oaxaca;;3;2011;72,44
3182;;Puebla;;3;2011;71,46
3183;;Querétaro;;3;2011;71,8
3184;;Quintana Roo;;3;2011;77,48
3185;;San Luis Potosí;;3;2011;73,48
3186;;Sinaloa;;3;2011;74,85
3187;;Sonora;;3;2011;73,19
3188;;Tabasco;;3;2011;70,33
3189;;Tamaulipas;;3;2011;72,77
3190;;Tlaxcala;;3;2011;69,57
3191;;Veracruz;;3;2011;72,35
3192;;Yucatán;;3;2011;71,54
3193;;Zacatecas;;3;2011;72,21
3194;;Aguascalientes;Aguascalientes;3;2011;70,27
3195;;Aguascalientes;Jesús María ;3;2011;70,31
3196;;Baja California;Mexicali;3;2011;74,36
3197;;Baja California;Tijuana;3;2011;75,25
3198;;Baja California Sur;La Paz;3;2011;75,92
3199;;Baja California Sur;Los Cabos;3;2011;75,6
3200;;Campeche;Campeche;3;2011;70,76
3201;;Campeche;Carmen;3;2011;70,69
3202;;Coahuila;Saltillo;3;2011;71,9
3203;;Coahuila;Torreón;3;2011;72,72
3204;;Colima;Manzanillo;3;2011;76
3205;;Colima;Villa de Álvarez;3;2011;77,34
3206;;Chiapas;Tapachula;3;2011;73,37
3207;;Chiapas;Tuxtla Gutiérrez;3;2011;71,4
3208;;Chihuahua;Chihuahua;3;2011;72,89
3209;;Chihuahua;Juárez;3;2011;74,39
3210;;Ciudad de México;Gustavo A. Madero;3;2011;59,13
3211;;Ciudad de México;Iztapalapa;3;2011;60,01
3212;;Ciudad de México;Benito Juárez;3;2011;56,17
3213;;Ciudad de México;Cuauhtémoc;3;2011;56,46
3214;;Ciudad de México;Miguel Hidalgo;3;2011;54,97
3215;;Durango;Durango;3;2011;70,39
3216;;Durango;Gómez Palacio;3;2011;73,01
3217;;Guanajuato;Celaya;3;2011;73,84
3218;;Guanajuato;León;3;2011;72,91
3219;;Guerrero;Acapulco de Juárez;3;2011;72,25
3220;;Guerrero;Zihuatanejo de Azueta ;3;2011;73,43
3221;;Hidalgo;Mineral de la Reforma ;3;2011;76,09
3222;;Hidalgo;Tizayuca;3;2011;76,81
3223;;Jalisco;Guadalajara;3;2011;71,86
3224;;Jalisco;Tlajomulco de Zúñiga;3;2011;78,75
3225;;Jalisco;San Pedro Tlaquepaque ;3;2011;76,92
3226;;Jalisco;Zapopan;3;2011;74,41
3227;;México;Metepec;3;2011;68,04
3228;;México;Tecámac;3;2011;75,69
3229;;México;Toluca;3;2011;73,29
3230;;México;Zumpango ;3;2011;78,44
3231;;Michoacán;Morelia;3;2011;73,89
3232;;Michoacán;Uruapan ;3;2011;72,57
3233;;Morelos;Emiliano Zapata;3;2011;73,43
3234;;Morelos;Temixco ;3;2011;71,34
3235;;Nayarit;Tepic;3;2011;75,01
3236;;Nayarit;Bahía de Banderas ;3;2011;76,25
3237;;Nuevo León;Apodaca;3;2011;74,17
3238;;Nuevo León;García ;3;2011;75,94
3239;;Nuevo León;Juárez;3;2011;78,21
3240;;Nuevo León;Monterrey;3;2011;67,04
3241;;Oaxaca;San Juan Bautista Tuxtepec;3;2011;71,15
3242;;Oaxaca;Tlacolula de Matamoros ;3;2011;76,26
3243;;Puebla;Huejotzingo ;3;2011;76,27
3244;;Puebla;Puebla;3;2011;70,75
3245;;Querétaro;Corregidora;3;2011;70,72
3246;;Querétaro;El Marqués ;3;2011;74,05
3247;;Querétaro;Querétaro;3;2011;71,14
3248;;Quintana Roo;Benito Juárez;3;2011;77,08
3249;;Quintana Roo;Solidaridad ;3;2011;78,6
