Consecutivo;Global;Estado;Municipio;Trimestre;Año;Indice
5512;;Ciudad de México;Cuauhtémoc;2;2016;88,74
5513;;Ciudad de México;Miguel Hidalgo;2;2016;87,33
5514;;Durango;Durango;2;2016;94,59
5515;;Durango;Gómez Palacio;2;2016;95,47
5516;;Guanajuato;Celaya;2;2016;92,21
5517;;Guanajuato;León;2;2016;92,5
5518;;Guerrero;Acapulco de Juárez;2;2016;93,16
5519;;Guerrero;Zihuatanejo de Azueta ;2;2016;92,61
5520;;Hidalgo;Mineral de la Reforma ;2;2016;94,18
5521;;Hidalgo;Tizayuca;2;2016;93,99
5522;;Jalisco;Guadalajara;2;2016;90,74
5523;;Jalisco;Tlajomulco de Zúñiga;2;2016;92,73
5524;;Jalisco;San Pedro Tlaquepaque ;2;2016;92
5525;;Jalisco;Zapopan;2;2016;91,02
5526;;México;Metepec;2;2016;90,92
5527;;México;Tecámac;2;2016;94,24
5528;;México;Toluca;2;2016;93,41
5529;;México;Zumpango ;2;2016;95,68
5530;;Michoacán;Morelia;2;2016;93,24
5531;;Michoacán;Uruapan ;2;2016;92,76
5532;;Morelos;Emiliano Zapata;2;2016;93,79
5533;;Morelos;Temixco ;2;2016;93,43
5534;;Nayarit;Tepic;2;2016;91,65
5535;;Nayarit;Bahía de Banderas ;2;2016;91,1
5536;;Nuevo León;Apodaca;2;2016;91,62
5537;;Nuevo León;García ;2;2016;92,34
5538;;Nuevo León;Juárez;2;2016;93,44
5539;;Nuevo León;Monterrey;2;2016;89,61
5540;;Oaxaca;San Juan Bautista Tuxtepec;2;2016;93,44
5541;;Oaxaca;Tlacolula de Matamoros ;2;2016;94,47
5542;;Puebla;Huejotzingo ;2;2016;93,86
5543;;Puebla;Puebla;2;2016;92,86
5544;;Querétaro;Corregidora;2;2016;92,31
5545;;Querétaro;El Marqués ;2;2016;93,45
5546;;Querétaro;Querétaro;2;2016;93,26
5547;;Quintana Roo;Benito Juárez;2;2016;92,45
5548;;Quintana Roo;Solidaridad ;2;2016;91,82
5549;;San Luis Potosí;San Luis Potosí;2;2016;92,06
5550;;San Luis Potosí;Soledad de Graciano Sánchez ;2;2016;93,06
5551;;Sinaloa;Culiacán;2;2016;92,37
5552;;Sinaloa;Mazatlán ;2;2016;92,09
5553;;Sonora;Cajeme ;2;2016;94,23
5554;;Sonora;Hermosillo;2;2016;93,67
5555;;Tabasco;Centro;2;2016;94,18
5556;;Tabasco;Nacajuca ;2;2016;93,1
5557;;Tamaulipas;Matamoros ;2;2016;94,89
5558;;Tamaulipas;Reynosa;2;2016;94,97
5559;;Tlaxcala;Apizaco ;2;2016;93,09
5560;;Tlaxcala;Tlaxcala;2;2016;93,01
5561;;Veracruz;Coatzacoalcos ;2;2016;94,45
5562;;Veracruz;Veracruz;2;2016;95,37
5563;;Yucatán;Kanasín ;2;2016;93,16
5564;;Yucatán;Mérida;2;2016;91,99
5565;;Zacatecas;Guadalupe;2;2016;94,05
5566;;Zacatecas;Zacatecas ;2;2016;92,76
5567;Nacional;;;3;2016;93,63
5568;Nueva;;;3;2016;93,55
5569;Usada;;;3;2016;93,72
5570;Casa sola;;;3;2016;94,01
5571;Casa en condominio - depto.;;;3;2016;93,2
5572;Económica - Social;;;3;2016;95,55
5573;Media - Residencial;;;3;2016;92,58
5574;ZM Valle México;;;3;2016;91,97
5575;ZM Guadalajara;;;3;2016;93,01
5576;ZM Monterrey;;;3;2016;92,91
5577;ZM PueblaTlax;;;3;2016;93,58
5578;ZM Toluca;;;3;2016;93,76
5579;ZM Tijuana;;;3;2016;94,1
5580;ZM León;;;3;2016;93,69
5581;ZM Querétaro;;;3;2016;94,27
5582;;Aguascalientes;;3;2016;93,65
5583;;Baja California;;3;2016;94,28
5584;;Baja California Sur;;3;2016;94,85
5585;;Campeche;;3;2016;94,33
5586;;Coahuila;;3;2016;94,54
5587;;Colima;;3;2016;94,06
5588;;Chiapas;;3;2016;94,78
5589;;Chihuahua;;3;2016;94,88
5590;;Ciudad de México;;3;2016;90,61
5591;;Durango;;3;2016;95,81
5592;;Guanajuato;;3;2016;93,72
5593;;Guerrero;;3;2016;94,51
5594;;Hidalgo;;3;2016;95,13
5595;;Jalisco;;3;2016;93,05
5596;;México;;3;2016;94,32
5597;;Michoacán;;3;2016;94,36
5598;;Morelos;;3;2016;94,68
5599;;Nayarit;;3;2016;93,15
5600;;Nuevo León;;3;2016;92,92
5601;;Oaxaca;;3;2016;94,61
5602;;Puebla;;3;2016;93,65
5603;;Querétaro;;3;2016;94,34
5604;;Quintana Roo;;3;2016;94,01
5605;;San Luis Potosí;;3;2016;93,75
5606;;Sinaloa;;3;2016;93,86
5607;;Sonora;;3;2016;95,1
5608;;Tabasco;;3;2016;94,87
5609;;Tamaulipas;;3;2016;95,38
5610;;Tlaxcala;;3;2016;94,34
5611;;Veracruz;;3;2016;95,42
5612;;Yucatán;;3;2016;93,66
5613;;Zacatecas;;3;2016;94,68
5614;;Aguascalientes;Aguascalientes;3;2016;93,77
5615;;Aguascalientes;Jesús María ;3;2016;92,67
5616;;Baja California;Mexicali;3;2016;94,5
5617;;Baja California;Tijuana;3;2016;94,1
5618;;Baja California Sur;La Paz;3;2016;95,05
5619;;Baja California Sur;Los Cabos;3;2016;94,4
5620;;Campeche;Campeche;3;2016;95,08
5621;;Campeche;Carmen;3;2016;93,2
5622;;Coahuila;Saltillo;3;2016;94,15
5623;;Coahuila;Torreón;3;2016;94,39
5624;;Colima;Manzanillo;3;2016;94,08
5625;;Colima;Villa de Álvarez;3;2016;94,44
5626;;Chiapas;Tapachula;3;2016;95,03
5627;;Chiapas;Tuxtla Gutiérrez;3;2016;94,47
5628;;Chihuahua;Chihuahua;3;2016;94,69
5629;;Chihuahua;Juárez;3;2016;94,9
5630;;Ciudad de México;Gustavo A. Madero;3;2016;91,55
5631;;Ciudad de México;Iztapalapa;3;2016;92,13
5632;;Ciudad de México;Benito Juárez;3;2016;90,13
5633;;Ciudad de México;Cuauhtémoc;3;2016;90,72
5634;;Ciudad de México;Miguel Hidalgo;3;2016;89,53
5635;;Durango;Durango;3;2016;95,43
5636;;Durango;Gómez Palacio;3;2016;96,25
5637;;Guanajuato;Celaya;3;2016;93,59
5638;;Guanajuato;León;3;2016;93,68
5639;;Guerrero;Acapulco de Juárez;3;2016;94,36
5640;;Guerrero;Zihuatanejo de Azueta ;3;2016;94,14
5641;;Hidalgo;Mineral de la Reforma ;3;2016;95,63
5642;;Hidalgo;Tizayuca;3;2016;95,2
5643;;Jalisco;Guadalajara;3;2016;92,08
5644;;Jalisco;Tlajomulco de Zúñiga;3;2016;93,67
5645;;Jalisco;San Pedro Tlaquepaque ;3;2016;93,15
5646;;Jalisco;Zapopan;3;2016;92,14
5647;;México;Metepec;3;2016;92,41
5648;;México;Tecámac;3;2016;95,19
5649;;México;Toluca;3;2016;94,45
5650;;México;Zumpango ;3;2016;96,35
5651;;Michoacán;Morelia;3;2016;94,34
5652;;Michoacán;Uruapan ;3;2016;94,16
5653;;Morelos;Emiliano Zapata;3;2016;94,93
5654;;Morelos;Temixco ;3;2016;94,74
5655;;Nayarit;Tepic;3;2016;93,35
5656;;Nayarit;Bahía de Banderas ;3;2016;92,88
5657;;Nuevo León;Apodaca;3;2016;93,08
5658;;Nuevo León;García ;3;2016;93,67
5659;;Nuevo León;Juárez;3;2016;94,66
5660;;Nuevo León;Monterrey;3;2016;91,11
5661;;Oaxaca;San Juan Bautista Tuxtepec;3;2016;94,64
5662;;Oaxaca;Tlacolula de Matamoros ;3;2016;94,83
5663;;Puebla;Huejotzingo ;3;2016;94,86
5664;;Puebla;Puebla;3;2016;94,06
5665;;Querétaro;Corregidora;3;2016;93,89
5666;;Querétaro;El Marqués ;3;2016;94,57
5667;;Querétaro;Querétaro;3;2016;94,3
5668;;Quintana Roo;Benito Juárez;3;2016;94,06
5669;;Quintana Roo;Solidaridad ;3;2016;93,79
5670;;San Luis Potosí;San Luis Potosí;3;2016;93,45
5671;;San Luis Potosí;Soledad de Graciano Sánchez ;3;2016;94,49
5672;;Sinaloa;Culiacán;3;2016;93,74
5673;;Sinaloa;Mazatlán ;3;2016;93,53
5674;;Sonora;Cajeme ;3;2016;95,48
5675;;Sonora;Hermosillo;3;2016;94,8
5676;;Tabasco;Centro;3;2016;94,98
5677;;Tabasco;Nacajuca ;3;2016;94,23
5678;;Tamaulipas;Matamoros ;3;2016;96,01
5679;;Tamaulipas;Reynosa;3;2016;95,89
5680;;Tlaxcala;Apizaco ;3;2016;94,18
5681;;Tlaxcala;Tlaxcala;3;2016;94,08
5682;;Veracruz;Coatzacoalcos ;3;2016;95,38
5683;;Veracruz;Veracruz;3;2016;96,07
5684;;Yucatán;Kanasín ;3;2016;94,77
5685;;Yucatán;Mérida;3;2016;93,57
5686;;Zacatecas;Guadalupe;3;2016;94,94
5687;;Zacatecas;Zacatecas ;3;2016;94
5688;Nacional;;;4;2016;94,61
5689;Nueva;;;4;2016;94,51
5690;Usada;;;4;2016;94,72
5691;Casa sola;;;4;2016;94,92
5692;Casa en condominio - depto.;;;4;2016;94,25
5693;Económica - Social;;;4;2016;96,12
5694;Media - Residencial;;;4;2016;93,66
5695;ZM Valle México;;;4;2016;93,4
5696;ZM Guadalajara;;;4;2016;93,55
5697;ZM Monterrey;;;4;2016;94,01
5698;ZM PueblaTlax;;;4;2016;94,45
5699;ZM Toluca;;;4;2016;94,68
5700;ZM Tijuana;;;4;2016;94,76
5701;ZM León;;;4;2016;94,48
5702;ZM Querétaro;;;4;2016;95,03
5703;;Aguascalientes;;4;2016;94,58
5704;;Baja California;;4;2016;94,94
5705;;Baja California Sur;;4;2016;95,49
5706;;Campeche;;4;2016;94,79
5707;;Coahuila;;4;2016;95,54
5708;;Colima;;4;2016;94,93
5709;;Chiapas;;4;2016;95,44
5710;;Chihuahua;;4;2016;95,7
5711;;Ciudad de México;;4;2016;92,36
5712;;Durango;;4;2016;96,28
5713;;Guanajuato;;4;2016;94,6
5714;;Guerrero;;4;2016;95,26
5715;;Hidalgo;;4;2016;96,15
5716;;Jalisco;;4;2016;93,58
5717;;México;;4;2016;95,16
5718;;Michoacán;;4;2016;95,19
5719;;Morelos;;4;2016;95,58
5720;;Nayarit;;4;2016;94,32
5721;;Nuevo León;;4;2016;94,02
5722;;Oaxaca;;4;2016;95,04
5723;;Puebla;;4;2016;94,51
5724;;Querétaro;;4;2016;95,09
5725;;Quintana Roo;;4;2016;95,39
5726;;San Luis Potosí;;4;2016;94,77
5727;;Sinaloa;;4;2016;94,79
5728;;Sonora;;4;2016;96
5729;;Tabasco;;4;2016;95,32
5730;;Tamaulipas;;4;2016;96,12
5731;;Tlaxcala;;4;2016;95,16
5732;;Veracruz;;4;2016;95,98
5733;;Yucatán;;4;2016;94,93
5734;;Zacatecas;;4;2016;95,11
5735;;Aguascalientes;Aguascalientes;4;2016;94,63
5736;;Aguascalientes;Jesús María ;4;2016;93,99
5737;;Baja California;Mexicali;4;2016;95,15
5738;;Baja California;Tijuana;4;2016;94,76
5739;;Baja California Sur;La Paz;4;2016;95,64
5740;;Baja California Sur;Los Cabos;4;2016;95,09
5741;;Campeche;Campeche;4;2016;95,4
5742;;Campeche;Carmen;4;2016;93,79
5743;;Coahuila;Saltillo;4;2016;95,21
5744;;Coahuila;Torreón;4;2016;95,29
5745;;Colima;Manzanillo;4;2016;94,91
5746;;Colima;Villa de Álvarez;4;2016;95,29
5747;;Chiapas;Tapachula;4;2016;95,62
5748;;Chiapas;Tuxtla Gutiérrez;4;2016;95,12
5749;;Chihuahua;Chihuahua;4;2016;95,53
5750;;Chihuahua;Juárez;4;2016;95,64
5751;;Ciudad de México;Gustavo A. Madero;4;2016;93,1
5752;;Ciudad de México;Iztapalapa;4;2016;93,47
5753;;Ciudad de México;Benito Juárez;4;2016;91,98
5754;;Ciudad de México;Cuauhtémoc;4;2016;92,26
5755;;Ciudad de México;Miguel Hidalgo;4;2016;91,31
5756;;Durango;Durango;4;2016;95,92
5757;;Durango;Gómez Palacio;4;2016;96,67
5758;;Guanajuato;Celaya;4;2016;94,58
5759;;Guanajuato;León;4;2016;94,46
5760;;Guerrero;Acapulco de Juárez;4;2016;95,08
5761;;Guerrero;Zihuatanejo de Azueta ;4;2016;95,2
5762;;Hidalgo;Mineral de la Reforma ;4;2016;96,62
5763;;Hidalgo;Tizayuca;4;2016;96,12
5764;;Jalisco;Guadalajara;4;2016;92,46
5765;;Jalisco;Tlajomulco de Zúñiga;4;2016;94,14
5766;;Jalisco;San Pedro Tlaquepaque ;4;2016;93,71
5767;;Jalisco;Zapopan;4;2016;92,84
5768;;México;Metepec;4;2016;93,58
5769;;México;Tecámac;4;2016;95,71
5770;;México;Toluca;4;2016;95,1
5771;;México;Zumpango ;4;2016;96,56
5772;;Michoacán;Morelia;4;2016;95,07
5773;;Michoacán;Uruapan ;4;2016;95,18
5774;;Morelos;Emiliano Zapata;4;2016;95,75
5775;;Morelos;Temixco ;4;2016;95,59
5776;;Nayarit;Tepic;4;2016;94,39
5777;;Nayarit;Bahía de Banderas ;4;2016;94,17
5778;;Nuevo León;Apodaca;4;2016;94,13
5779;;Nuevo León;García ;4;2016;94,63
5780;;Nuevo León;Juárez;4;2016;95,39
5781;;Nuevo León;Monterrey;4;2016;92,32
5782;;Oaxaca;San Juan Bautista Tuxtepec;4;2016;95,02
5783;;Oaxaca;Tlacolula de Matamoros ;4;2016;94,87
5784;;Puebla;Huejotzingo ;4;2016;95,34
5785;;Puebla;Puebla;4;2016;94,71
5786;;Querétaro;Corregidora;4;2016;94,76
5787;;Querétaro;El Marqués ;4;2016;95,27
5788;;Querétaro;Querétaro;4;2016;94,99
5789;;Quintana Roo;Benito Juárez;4;2016;95,36
5790;;Quintana Roo;Solidaridad ;4;2016;95,32
5791;;San Luis Potosí;San Luis Potosí;4;2016;94,49
5792;;San Luis Potosí;Soledad de Graciano Sánchez ;4;2016;95,48
5793;;Sinaloa;Culiacán;4;2016;94,63
5794;;Sinaloa;Mazatlán ;4;2016;94,57
5795;;Sonora;Cajeme ;4;2016;96,35
5796;;Sonora;Hermosillo;4;2016;95,69
5797;;Tabasco;Centro;4;2016;95,25
5798;;Tabasco;Nacajuca ;4;2016;94,96
5799;;Tamaulipas;Matamoros ;4;2016;96,67
5800;;Tamaulipas;Reynosa;4;2016;96,41
5801;;Tlaxcala;Apizaco ;4;2016;95
5802;;Tlaxcala;Tlaxcala;4;2016;94,86
5803;;Veracruz;Coatzacoalcos ;4;2016;95,89
5804;;Veracruz;Veracruz;4;2016;96,33
5805;;Yucatán;Kanasín ;4;2016;96,02
5806;;Yucatán;Mérida;4;2016;94,81
5807;;Zacatecas;Guadalupe;4;2016;95,24
5808;;Zacatecas;Zacatecas ;4;2016;94,61
5809;Nacional;;;1;2017;97,12
5810;Nueva;;;1;2017;97,09
5811;Usada;;;1;2017;97,15
5812;Casa sola;;;1;2017;97,36
5813;Casa en condominio - depto.;;;1;2017;96,86
5814;Económica - Social;;;1;2017;98,03
5815;Media - Residencial;;;1;2017;96,64
5816;ZM Valle México;;;1;2017;96,36
5817;ZM Guadalajara;;;1;2017;96,32
5818;ZM Monterrey;;;1;2017;96,74
5819;ZM PueblaTlax;;;1;2017;96,97
5820;ZM Toluca;;;1;2017;97,16
5821;ZM Tijuana;;;1;2017;97,09
5822;ZM León;;;1;2017;96,86
5823;ZM Querétaro;;;1;2017;97,36
5824;;Aguascalientes;;1;2017;97,12
5825;;Baja California;;1;2017;97,23
5826;;Baja California Sur;;1;2017;97,6
5827;;Campeche;;1;2017;97,13
5828;;Coahuila;;1;2017;97,83
5829;;Colima;;1;2017;97,22
5830;;Chiapas;;1;2017;97,59
5831;;Chihuahua;;1;2017;97,89
5832;;Ciudad de México;;1;2017;95,68
5833;;Durango;;1;2017;98,13
5834;;Guanajuato;;1;2017;96,97
5835;;Guerrero;;1;2017;97,56
5836;;Hidalgo;;1;2017;98,19
5837;;Jalisco;;1;2017;96,33
5838;;México;;1;2017;97,5
5839;;Michoacán;;1;2017;97,38
5840;;Morelos;;1;2017;97,87
5841;;Nayarit;;1;2017;97,11
5842;;Nuevo León;;1;2017;96,75
5843;;Oaxaca;;1;2017;97,25
5844;;Puebla;;1;2017;97
5845;;Querétaro;;1;2017;97,4
5846;;Quintana Roo;;1;2017;97,88
5847;;San Luis Potosí;;1;2017;97,18
5848;;Sinaloa;;1;2017;97,24
5849;;Sonora;;1;2017;98,09
5850;;Tabasco;;1;2017;97,38
5851;;Tamaulipas;;1;2017;98,19
5852;;Tlaxcala;;1;2017;97,61
5853;;Veracruz;;1;2017;98,01
5854;;Yucatán;;1;2017;97,5
5855;;Zacatecas;;1;2017;97,37
5856;;Aguascalientes;Aguascalientes;1;2017;97,13
5857;;Aguascalientes;Jesús María ;1;2017;96,9
5858;;Baja California;Mexicali;1;2017;97,37
5859;;Baja California;Tijuana;1;2017;97,08
5860;;Baja California Sur;La Paz;1;2017;97,63
5861;;Baja California Sur;Los Cabos;1;2017;97,44
5862;;Campeche;Campeche;1;2017;97,44
5863;;Campeche;Carmen;1;2017;96,6
5864;;Coahuila;Saltillo;1;2017;97,63
5865;;Coahuila;Torreón;1;2017;97,66
5866;;Colima;Manzanillo;1;2017;97,25
5867;;Colima;Villa de Álvarez;1;2017;97,41
5868;;Chiapas;Tapachula;1;2017;97,7
5869;;Chiapas;Tuxtla Gutiérrez;1;2017;97,41
5870;;Chihuahua;Chihuahua;1;2017;97,73
5871;;Chihuahua;Juárez;1;2017;97,91
5872;;Ciudad de México;Gustavo A. Madero;1;2017;96,15
5873;;Ciudad de México;Iztapalapa;1;2017;96,38
5874;;Ciudad de México;Benito Juárez;1;2017;95,35
5875;;Ciudad de México;Cuauhtémoc;1;2017;95,59
5876;;Ciudad de México;Miguel Hidalgo;1;2017;95,15
5877;;Durango;Durango;1;2017;97,89
5878;;Durango;Gómez Palacio;1;2017;98,37
5879;;Guanajuato;Celaya;1;2017;97
5880;;Guanajuato;León;1;2017;96,84
5881;;Guerrero;Acapulco de Juárez;1;2017;97,43
5882;;Guerrero;Zihuatanejo de Azueta ;1;2017;97,63
5883;;Hidalgo;Mineral de la Reforma ;1;2017;98,54
5884;;Hidalgo;Tizayuca;1;2017;98,13
5885;;Jalisco;Guadalajara;1;2017;95,78
5886;;Jalisco;Tlajomulco de Zúñiga;1;2017;96,6
5887;;Jalisco;San Pedro Tlaquepaque ;1;2017;96,37
5888;;Jalisco;Zapopan;1;2017;95,96
5889;;México;Metepec;1;2017;96,76
5890;;México;Tecámac;1;2017;97,73
5891;;México;Toluca;1;2017;97,39
5892;;México;Zumpango ;1;2017;98,13
5893;;Michoacán;Morelia;1;2017;97,24
5894;;Michoacán;Uruapan ;1;2017;97,41
5895;;Morelos;Emiliano Zapata;1;2017;97,92
5896;;Morelos;Temixco ;1;2017;97,94
5897;;Nayarit;Tepic;1;2017;97,14
5898;;Nayarit;Bahía de Banderas ;1;2017;97,02
5899;;Nuevo León;Apodaca;1;2017;96,84
5900;;Nuevo León;García ;1;2017;97,07
5901;;Nuevo León;Juárez;1;2017;97,52
5902;;Nuevo León;Monterrey;1;2017;95,88
5903;;Oaxaca;San Juan Bautista Tuxtepec;1;2017;97,25
5904;;Oaxaca;Tlacolula de Matamoros ;1;2017;96,96
5905;;Puebla;Huejotzingo ;1;2017;97,4
5906;;Puebla;Puebla;1;2017;97,12
5907;;Querétaro;Corregidora;1;2017;97,39
5908;;Querétaro;El Marqués ;1;2017;97,56
5909;;Querétaro;Querétaro;1;2017;97,29
5910;;Quintana Roo;Benito Juárez;1;2017;97,8
5911;;Quintana Roo;Solidaridad ;1;2017;97,94
5912;;San Luis Potosí;San Luis Potosí;1;2017;97
5913;;San Luis Potosí;Soledad de Graciano Sánchez ;1;2017;97,66
5914;;Sinaloa;Culiacán;1;2017;97,15
5915;;Sinaloa;Mazatlán ;1;2017;97,08
5916;;Sonora;Cajeme ;1;2017;98,34
5917;;Sonora;Hermosillo;1;2017;97,87
5918;;Tabasco;Centro;1;2017;97,32
5919;;Tabasco;Nacajuca ;1;2017;97,13
5920;;Tamaulipas;Matamoros ;1;2017;98,49
5921;;Tamaulipas;Reynosa;1;2017;98,3
5922;;Tlaxcala;Apizaco ;1;2017;97,53
5923;;Tlaxcala;Tlaxcala;1;2017;97,45
5924;;Veracruz;Coatzacoalcos ;1;2017;98
5925;;Veracruz;Veracruz;1;2017;98,2
5926;;Yucatán;Kanasín ;1;2017;98,26
5927;;Yucatán;Mérida;1;2017;97,4
5928;;Zacatecas;Guadalupe;1;2017;97,42
5929;;Zacatecas;Zacatecas ;1;2017;97,08
5930;Nacional;;;2;2017;99,14
5931;Nueva;;;2;2017;99,15
5932;Usada;;;2;2017;99,13
5933;Casa sola;;;2;2017;99,27
5934;Casa en condominio - depto.;;;2;2017;99
5935;Económica - Social;;;2;2017;99,35
5936;Media - Residencial;;;2;2017;99,05
5937;ZM Valle México;;;2;2017;98,92
5938;ZM Guadalajara;;;2;2017;98,7
5939;ZM Monterrey;;;2;2017;99,01
5940;ZM PueblaTlax;;;2;2017;99,04
5941;ZM Toluca;;;2;2017;99
5942;ZM Tijuana;;;2;2017;99,09
5943;ZM León;;;2;2017;98,86
5944;ZM Querétaro;;;2;2017;99,16
5945;;Aguascalientes;;2;2017;99,21
5946;;Baja California;;2;2017;99,18
5947;;Baja California Sur;;2;2017;99,43
5948;;Campeche;;2;2017;99,19
5949;;Coahuila;;2;2017;99,42
5950;;Colima;;2;2017;99,1
5951;;Chiapas;;2;2017;99,27
5952;;Chihuahua;;2;2017;99,45
5953;;Ciudad de México;;2;2017;98,77
5954;;Durango;;2;2017;99,41
5955;;Guanajuato;;2;2017;98,97
5956;;Guerrero;;2;2017;99,28
5957;;Hidalgo;;2;2017;99,39
5958;;Jalisco;;2;2017;98,71
5959;;México;;2;2017;99,16
5960;;Michoacán;;2;2017;99,06
5961;;Morelos;;2;2017;99,47
5962;;Nayarit;;2;2017;99,28
5963;;Nuevo León;;2;2017;99,01
5964;;Oaxaca;;2;2017;99,14
5965;;Puebla;;2;2017;99,06
5966;;Querétaro;;2;2017;99,18
5967;;Quintana Roo;;2;2017;99,76
5968;;San Luis Potosí;;2;2017;99,09
5969;;Sinaloa;;2;2017;99,17
5970;;Sonora;;2;2017;99,51
5971;;Tabasco;;2;2017;99,07
5972;;Tamaulipas;;2;2017;99,55
5973;;Tlaxcala;;2;2017;99,34
5974;;Veracruz;;2;2017;99,41
5975;;Yucatán;;2;2017;99,43
5976;;Zacatecas;;2;2017;99,27
5977;;Aguascalientes;Aguascalientes;2;2017;99,18
5978;;Aguascalientes;Jesús María ;2;2017;99,27
5979;;Baja California;Mexicali;2;2017;99,27
5980;;Baja California;Tijuana;2;2017;99,08
5981;;Baja California Sur;La Paz;2;2017;99,42
5982;;Baja California Sur;Los Cabos;2;2017;99,38
5983;;Campeche;Campeche;2;2017;99,29
5984;;Campeche;Carmen;2;2017;98,96
5985;;Coahuila;Saltillo;2;2017;99,29
5986;;Coahuila;Torreón;2;2017;99,34
5987;;Colima;Manzanillo;2;2017;99,07
5988;;Colima;Villa de Álvarez;2;2017;99,22
5989;;Chiapas;Tapachula;2;2017;99,31
5990;;Chiapas;Tuxtla Gutiérrez;2;2017;99,15
5991;;Chihuahua;Chihuahua;2;2017;99,36
5992;;Chihuahua;Juárez;2;2017;99,44
5993;;Ciudad de México;Gustavo A. Madero;2;2017;99,06
5994;;Ciudad de México;Iztapalapa;2;2017;99,09
5995;;Ciudad de México;Benito Juárez;2;2017;98,57
5996;;Ciudad de México;Cuauhtémoc;2;2017;98,61
5997;;Ciudad de México;Miguel Hidalgo;2;2017;98,58
5998;;Durango;Durango;2;2017;99,29
5999;;Durango;Gómez Palacio;2;2017;99,53
6000;;Guanajuato;Celaya;2;2017;99,04
6001;;Guanajuato;León;2;2017;98,85
6002;;Guerrero;Acapulco de Juárez;2;2017;99,19
6003;;Guerrero;Zihuatanejo de Azueta ;2;2017;99,42
6004;;Hidalgo;Mineral de la Reforma ;2;2017;99,56
6005;;Hidalgo;Tizayuca;2;2017;99,26
6006;;Jalisco;Guadalajara;2;2017;98,59
6007;;Jalisco;Tlajomulco de Zúñiga;2;2017;98,77
6008;;Jalisco;San Pedro Tlaquepaque ;2;2017;98,78
6009;;Jalisco;Zapopan;2;2017;98,57
6010;;México;Metepec;2;2017;98,93
6011;;México;Tecámac;2;2017;99,16
6012;;México;Toluca;2;2017;99,08
6013;;México;Zumpango ;2;2017;99,2
6014;;Michoacán;Morelia;2;2017;98,94
6015;;Michoacán;Uruapan ;2;2017;99,15
6016;;Morelos;Emiliano Zapata;2;2017;99,4
6017;;Morelos;Temixco ;2;2017;99,5
6018;;Nayarit;Tepic;2;2017;99,27
6019;;Nayarit;Bahía de Banderas ;2;2017;99,23
6020;;Nuevo León;Apodaca;2;2017;99,08
6021;;Nuevo León;García ;2;2017;99,11
6022;;Nuevo León;Juárez;2;2017;99,26
6023;;Nuevo León;Monterrey;2;2017;98,66
6024;;Oaxaca;San Juan Bautista Tuxtepec;2;2017;99,18
6025;;Oaxaca;Tlacolula de Matamoros ;2;2017;98,82
6026;;Puebla;Huejotzingo ;2;2017;99,15
6027;;Puebla;Puebla;2;2017;99,04
6028;;Querétaro;Corregidora;2;2017;99,31
6029;;Querétaro;El Marqués ;2;2017;99,28
6030;;Querétaro;Querétaro;2;2017;99,08
6031;;Quintana Roo;Benito Juárez;2;2017;99,68
6032;;Quintana Roo;Solidaridad ;2;2017;99,83
6033;;San Luis Potosí;San Luis Potosí;2;2017;98,99
6034;;San Luis Potosí;Soledad de Graciano Sánchez ;2;2017;99,35
6035;;Sinaloa;Culiacán;2;2017;99,1
6036;;Sinaloa;Mazatlán ;2;2017;99,11
6037;;Sonora;Cajeme ;2;2017;99,66
6038;;Sonora;Hermosillo;2;2017;99,38
6039;;Tabasco;Centro;2;2017;98,98
6040;;Tabasco;Nacajuca ;2;2017;99,03
6041;;Tamaulipas;Matamoros ;2;2017;99,63
6042;;Tamaulipas;Reynosa;2;2017;99,52
6043;;Tlaxcala;Apizaco ;2;2017;99,3
6044;;Tlaxcala;Tlaxcala;2;2017;99,25
6045;;Veracruz;Coatzacoalcos ;2;2017;99,35
6046;;Veracruz;Veracruz;2;2017;99,36
6047;;Yucatán;Kanasín ;2;2017;99,77
6048;;Yucatán;Mérida;2;2017;99,37
6049;;Zacatecas;Guadalupe;2;2017;99,21
6050;;Zacatecas;Zacatecas ;2;2017;99,22
6051;Nacional;;;3;2017;101,03
6052;Nueva;;;3;2017;101,01
6053;Usada;;;3;2017;101,05
6054;Casa sola;;;3;2017;100,95
6055;Casa en condominio - depto.;;;3;2017;101,12
6056;Económica - Social;;;3;2017;100,64
6057;Media - Residencial;;;3;2017;101,22
6058;ZM Valle México;;;3;2017;101,39
6059;ZM Guadalajara;;;3;2017;101,33
6060;ZM Monterrey;;;3;2017;101,07
6061;ZM PueblaTlax;;;3;2017;100,99
6062;ZM Toluca;;;3;2017;101,05
6063;ZM Tijuana;;;3;2017;100,9
6064;ZM León;;;3;2017;101,02
6065;ZM Querétaro;;;3;2017;100,98
6066;;Aguascalientes;;3;2017;101,02
6067;;Baja California;;3;2017;100,86
6068;;Baja California Sur;;3;2017;100,78
6069;;Campeche;;3;2017;100,98
6070;;Coahuila;;3;2017;100,83
6071;;Colima;;3;2017;100,86
6072;;Chiapas;;3;2017;100,79
6073;;Chihuahua;;3;2017;100,78
6074;;Ciudad de México;;3;2017;101,68
6075;;Durango;;3;2017;100,7
6076;;Guanajuato;;3;2017;100,98
6077;;Guerrero;;3;2017;100,91
6078;;Hidalgo;;3;2017;100,62
6079;;Jalisco;;3;2017;101,32
6080;;México;;3;2017;100,9
